name,category,address,phone,website,base_name,base_category,base_address,base_phone,base_website,label
Ferienhof KLÖPPER,holiday_rental_home,Dorfstraße 29,+4943522435,,Ferienhof Ost,Community and Government > Residential Building,Dorfstr. 22,04943 522330,http://www.ferienhof-ost.de,0
LibertyX Bitcoin ATM,atms,203 Jones St,8005118940,https://libertyx.com/a/buy-bitcoin/locations/WV/point-pleasant/203-jones-st?y_source=1_NDg3MTY0NDMtNDgzLWxvY2F0aW9uLndlYnNpdGU%3D,LibertyX Bitcoin ATM,Business and Professional Services > Financial Service > Banking and Finance > ATM,302 3rd St,(800) 511-8940,https://libertyx.com/a/buy-bitcoin/locations/fo4zut8tlu9z?y_source=1_MjkzNzk4NTktNDQwLWxvY2F0aW9uLndlYnNpdGU=,0
Bitcoin of America ATM,atms,726 McFerrin Ave,+18885025003,https://www.bitcoinofamerica.org/,Bitcoin of America - Bitcoin ATM,Business and Professional Services > Financial Service > Currency Exchange,722 Mcferrin Avenue,(888) 502-5003,https://www.bitcoinofamerica.org,1
โตโยต้าดิสคัฟเวอรี่ Byเซลล์นิ้วก้อย,car_dealer,,+66947763422,,โตโยต้าดิสคัฟเวอรี่,Retail > Automotive Retail > Car Dealership,,,,1
Kedron Masonic Lodge,community_services_non_profits,229 5th Ave W,+18286935400,https://387-nc.ourlodgepage.com/,Kedron Masonic Lodge #387,Community and Government > Organization > Non-Profit Organization,,,,1
Corsicana Street Department,community_center,200 N 12th St,+19036544893,http://www.ci.corsicana.tx.us/departments/parks.php,Corsicana Fire Department,Community and Government > Government Building > Law Enforcement and Public Safety > Fire Station,200 N 12th St,(903) 654-4956,http://www.ci.corsicana.tx.us/firedept/index.html,0
Ombudsman Arizona Charter East II,high_school,4041 E Thomas Rd,+16026677759,https://az.ombudsman.com/charter-east-2,Ombudsman Charter East II,Community and Government > Education,"4041 E. Thomas Rd, Ste. 210",(602) 667-7759,https://az.ombudsman.com/charter-east-2/,1
LUSH Cosmetics Düsseldorf,florist,Schadowstr. 65,021117549420,https://www.lush.com/de/de?y_source=1_MjM1NTAzMDUtNDgzLWxvY2F0aW9uLndlYnNpdGU%3D,LUSH,Retail > Cosmetics Store,Schadowstr.,,,1
Dorfladen Moosach,grocery_store,Grafinger Straße 4,+4980916179173,https://dorfladen-moosach.de/,Dorfladen Moosach UG,Retail > Food and Beverage Retail,Taubenstr. 1,04922 84333112,https://dorfladen-moosach.de,1
Jason's Deli,sandwich_shop,4026 E 82nd St,2078747483,https://www.jasonsdeli.com/restaurants/keystone-deli,Jason's Deli,Dining and Drinking > Restaurant > Deli,4130 E 82nd St,(317) 578-0543,http://www.jasonsdeli.com,1
Mabrey Bank,bank_credit_union,101 E 6th St,9187567910,https://mabreybank.com/?utm_source=Bing&utm_medium=Yext,Mabrey Bank,Business and Professional Services > Financial Service > Banking and Finance > Bank,201 E 8th St,(918) 756-9066,https://mabreybank.com,0
Clinique de la Chaussure,shoe_store,6B Rue Saint-Georges,+33553805966,,Clinique de la Chaussure,Retail > Fashion Retail > Clothing Store,6 Bis rue Saint-Georges,05 53 80 59 66,,1
Juwelier Sinan,jewelry_store,Eigelstein 48,+4922146619505,https://juweliersinan.com,Juwelier Kaya,Retail > Fashion Retail > Jewelry Store,Eigelstein 73,0221 27072350,http://www.kaya-juwelier.de,0
Monroe County Parks Department,central_government_office,171 Reservoir Ave,+15857537275,http://www.monroecounty.gov/parks,Monroe County Department of Parks,Community and Government > Government Building,171 Reservoir Ave,(585) 753-7289,https://www.monroecounty.gov/parks,1
Carrier Planta C,commercial_refrigeration,Carretera a Garcia Km 1.3 Parque Stiva Santa Catarina N.L.,,,Carrier planta B,Business and Professional Services > Factory,Carr. A Villa De Garcia Km 1.3,,,0
ABC Stores,convenience_store,160 Liliuokalani Ave,+18089243415,http://abcstores.com,ABC Stores #76,Retail > Convenience Store,2552 Kalakaua Ave #162,(808) 923-8400,http://www.abcstores.com,0
Pallatzky,garbage_collection_service,Stellwerkstraße 16,+49521444294,http://www.pallatzky-gmbh.de,Pallatzky,Business and Professional Services > Metals Supplier,Stellwerkstrasse 16,04952 1444294,http://www.pallatzky-gmbh.de,1
สวนป่าเฉลิมพระเกียรติ,nature_reserve,,,,สวนป่าเฉลิมพระเกียรติ (สวนเจ้าแม่ไทรงาม),Landmarks and Outdoors > Nature Preserve,,,,1
ลานวรรณสมิต,attractions_and_activities,ศูนย์การกำลังสำรอง,,,ลานวรรณสมิต,Landmarks and Outdoors > Field,ศูนย์การกำลังสำรอง วิภาวดี,,,1
Tulip Inn Recife Flat,hotel,"Rua Doutor Luiz Inácio Pessoa Melo, 81",+558132028100,http://www.goldentulip.com/en/content/tulip-inn-brand,Tulip Inn Flat Recife,Dining and Drinking > Bar > Hotel Bar,"Rua Dr. Luiz Inacio Pessoa de Melo, 81",(81) 3202-8100,http://www.goldentulip.com/en/content/tulip-inn-brand,1
Banco Montepio | ATM,atms,"Lxfactory, Rua de Rodrigues de Faria 103",+351217241624,https://www.bancomontepio.pt/,Banco Montepio,Business and Professional Services > Financial Service > Banking and Finance > Bank,R Rodrigues de Faria,21 724 1624,https://www.bancomontepio.pt,0
Panificio De Mattei,bakery,"Piazza Cristoforo Colombo, 9",+390184507272,,Panificio Saraceno di De Mattei,Dining and Drinking > Bakery,Piazza Colombo Cristoforo 9,0184 507272,,1
Pianonvirittäjä Paavo Rahkila,musical_instrument_store,Rekikuja 3c,+358445015858,http://www.pianorahkila.com/,Pianonvirittäjä Rahkila Paavo,Business and Professional Services > Repair Service,Rekikuja 3 C 25,044 5015858,http://www.pianorahkila.com,1
Vulcan Solar Power,solar_installation,3433 Lorna Ln,+12056798666,https://www.vulcansolarpower.com/,Vulcan Solar Power,,3433 Lorna Ln,(205) 734-0027,https://www.vulcansolarpower.com/contact-us,1
Confecções Melonica,fashion,"Rua Casimiro de Abreu, 303",+551122912667,,Confecções Lucky Ltda,Retail > Fashion Retail > Clothing Store,"Rua Júlio Ribeiro, 234",(11) 2693-0671,,0
"Casa del Pellegrino "" Giuseppe Mancino "" di Valpromaro",hostel,"Via Borgo Vecchio, 15",+390584956028,,Casa del Pellegrino Giuseppe Mancino,,Via Vecchia Provinciale 15,0584 956028,,1
Bitcoin Depot ATM,atms,200 Cheney Hwy,6784359604,https://bitcoindepot.com/,Bitcoin Depot - Bitcoin ATM,Business and Professional Services > Financial Service > Banking and Finance > ATM,11401 US Highway 301 S,(678) 435-9604,https://branches.bitcoindepot.com/fl/riverview/bitcoin-atm/9000752018,0
Andy Allain - Thrivent Financial,financial_service,2594 Front St,+15042569861,https://connect.thrivent.com/andy-allain,Andy Allain - Thrivent,Business and Professional Services > Financial Service,2594 Front St,(504) 256-9861,https://connect.thrivent.com/andy-allain?y_source=1_MTU4NzUyODQtNDQwLWxvY2F0aW9uLndlYnNpdGU=,1
Wolfnights - The Gourmet Wrap CLOSED,mediterranean_restaurant,121 W 3rd St,6464299048,https://www.wolfnights.com/,Wolfnights,Dining and Drinking > Restaurant > Sandwich Spot,121 W 3rd St,,,1
HemBurger,burger_restaurant,a&w batu burok,+601115287557,,Hem Burger,Dining and Drinking > Restaurant > Burger Joint,,,,1
エコモベーカリーヨコハマモトマチ,bakery,神奈川県横浜市中区元町１丁目１３,+81453239480,http://www.ecomo-bakery.com,エコモベーカリー,"Dining and Drinking > Cafe, Coffee, and Tea House > Café",横浜市中区元町1-13,045-323-9480,http://www.ecomo-bakery.com,1
คลีนิคบ้านหมอ,health_and_medical,,,,คลีนิกบ้านหมอ,Health and Medicine > Physician > Doctor's Office,,,,1
Volksbank Göppingen eG,bank_credit_union,Zur Vorstatt 20,+4971616200,https://www.volksbank-goeppingen.de/wir-fuer-sie/filialen-ansprechpartner/geldautomaten/eigene-geldautomaten.html,Volksbank Göppingen,Business and Professional Services > Financial Service > Banking and Finance > Bank,Donzdorfer Straße 24,07162 9409790,https://www.volksbank-goeppingen.de/wir-fuer-sie/filialen-ansprechpartner/geschftsstellen/uebersicht-filialen/wissgoldingen.html,0
Handbook,clothing_store,,+11144279615,,Handbook,Retail > Fashion Retail > Clothing Store,,(11) 4427-9615,,1
ก๋วยเตี๋ยวปลาในตำนาน นครนายก,noodles_restaurant,,+66861599548,,ก๋วยเตี๋ยวปลาสดนครนายก,Dining and Drinking > Restaurant > Asian Restaurant > Noodle Restaurant,,,,1
Pizza Hut,pizza_restaurant,220 Interchange Dr,+16624092050,https://locations.pizzahut.com/ms/fulton/220-interchange-dr?utm_medium=organic&utm_source=local&utm_campaign=yextpowerlistings&utm_content=website&utm_term=315325,Pizza Hut,Dining and Drinking > Restaurant > Pizzeria,418 Interchange Dr,(662) 862-9739,https://locations.pizzahut.com/ms/fulton/418-interchange-dr,1
สำนักงานอธิการบดี ม.รามคำแหง,campus_building,,,,สำนักงานอธิการบดี มหาวิทยาลัยรามคำแหง,Community and Government > Education > College and University > College Administrative Building,,,,1
สระว่ายน้ำ ทุ่งแจ้ง,attractions_and_activities,,,,สระว่ายน้ำ ทุ่งแจ้ง,Landmarks and Outdoors > Other Great Outdoors,,,,1
Monsieur Culbuto,french_restaurant,294 Rue des Pyrénées,+33147973202,http://www.mrculbuto.com/,Monsieur Poulet Party,Arts and Entertainment > Night Club,21 rue boyer,,,0
Sandy Point General Baptist,baptist_church,4170 Highway 70 W,+17315840795,https://sandypoint-gb.org/index.html,Sandy Point General Baptist Church,Community and Government > Spiritual Center > Church,4170 Highway 70 W,(731) 584-0795,http://sandypoint-gb.org,1
Jerry Blackwell Trucking,freight_and_cargo_service,1590 US Highway 259 S,+19036454128,,Jerry Blackwell Trucking & Sls,Retail > Automotive Retail > Car Dealership > Used Car Dealership,125 County Road 2202,(903) 645-3387,https://www.blackwellsales.net/default.htm,0
Auto-école De L'etoile,driving_school,11 Rue Roger Bouvry,+33973693179,https://5dd4003c373cc.site123.me/?fbclid=IwAR2AUAv-4zCJngwQOGAX2hYUFUXzulv5j-ejyD3SVuurxuTZvfj3cOAQjgI,Auto-Ecole de l'Etoile,Community and Government > Education > Driving School,11 rue Roger Bouvry,06 85 06 39 67,https://5dd4003c373cc.site123.me/?fbclid=IwAR2AUAv-4zCJngwQOGAX2hYUFUXzulv5j-ejyD3SVuurxuTZvfj3cOAQjgI,1
โรงเรียนวรสารพิทยา,education,,,,โรงเรียนวรสารพิทยา ( เซนต์โยเซฟยานนาวา ),Community and Government > Education,,,,1
OXXO,shopping,Avenida Violetas 1,+525583202020,https://www.oxxo.com/,Oxxo Col. Serdán,Retail > Food and Beverage Retail > Grocery Store,Calle Violetas,,http://www.oxxo.com,1
HDFC Bank ATM,atms,"Ground Floor, North Bus Stand, Kalyan Hyper Market",09426792001,https://near-me.hdfcbank.com/branch-atm-locator/hdfc-bank-atm-kalyan-hyper-market-atm-kalyan-hyper-market-thrissur-24332/Home?utm_source=locator&utm_medium=bing,HDFC Bank ATM,Business and Professional Services > Financial Service > Banking and Finance > ATM,"Ground Floor,North Bus Stand",075739 19585,https://v1.hdfcbank.com/branch-atm-locator/hdfc-bank-atm-kalyan-hyper-market-atm-kalyan-hyper-market-thrissur-24332/Home,1
Consultório Psicologia,psychologist,"Rua Medina, 192",+5521986528672,,Consultório Dr Cleber -  Cardiologista,Health and Medicine > Physician > Doctor's Office,"R. Arquias Cordeiro, 324",,,0
スタジオメイ,translating_and_interpreting_services,北海道札幌市中央区大通西１９丁目２−１,+81116213263,http://www.honyaku-may.net/,スタジオコムサ,Dining and Drinking > Cafeteria,中央区大通西18丁目1-14,011-640-5551,,0
Salão Central,beauty_salon,,,,Salão Central (Darío cabeleleiro ),Business and Professional Services > Health and Beauty Service > Hair Salon,,,,1
Les Suites du Littoral,holiday_rental_home,2 Hent Bihan,+33782552440,http://lessuitesdulittoral.com/,Les Suites du Littoral,Travel and Transportation > Lodging > Vacation Rental,2 rue Bihan,,http://lessuitesdulittoral.com,1
Prestige de Menton - Eau de Menton,cosmetic_and_beauty_supplies,19 Rue Saint-Michel,+33493570087,http://www.prestigedementon.com,Prestige de Menton,Retail > Perfume Store,"19, Rue Saint Michel",04 93 41 45 87,http://www.prestigedementon.com,1
Farmers Insurance David Hiney,auto_insurance,1119 Jackson Ave,2188417010,http://www.farmers.com/dhiney,Farmers Insurance - David Hiney,Business and Professional Services > Insurance Agency,855 Highway 10 E,(218) 847-0332,http://www.farmers.com,1
Les Marronniers d'Arc,french_restaurant,16 Rue de Dijon,+33380370962,http://www.hotel-restaurant-lesmarronniers.com,Les Marronniers,Dining and Drinking > Restaurant > Diner,6 rue du Champ de Foire,,,0
สาระวัน ลาบแซบ,thai_restaurant,,+66866656247,,สาระวัน ลาบแซบ,Dining and Drinking > Restaurant > Asian Restaurant > Thai Restaurant,,,,1
Port de Neuilly sur Marne,structure_and_geography,chemin de l'Écluse,+10143082121,,Port de Neuilly sur Marne,Travel and Transportation > Boat or Ferry,Chemin de l'écluse,01 43 08 21 21,,1
Ifocop Centre d'Auxerre,school,26 Rue Étienne Dolet,+33358219962,http://www.ifocop.fr,Ifocop,Community and Government > Education > Adult Education,"26 rue Etienne Dolet, CCI",03 86 49 40 90,http://www.ifocop.fr,1
Intersport Val Thorens Péclet,ski_and_snowboard_shop,Grande Rue,+33479000172,http://www.valthorens-intersport.com/,Intersport Val Thorens Caron,Sports and Recreation,Ld Val Thorens,04 79 00 06 65,http://www.intersport-caron.net,0
Bijouterie Mille-Meunier,jewelry_store,39 Rue Villette-Gâté,+33237520305,http://mille-meunier.fr/,Bijouterie Gaignard,Retail > Fashion Retail > Jewelry Store,28 rue de la Herse,02 37 52 00 73,,0
Condomínio Bavaria Platz II,home_developer,"Avenida Comendador Franco, 6634",+554132769349,,Condomínio Bavária Platz I,Community and Government > Housing Development,"Avenida Comendador Franco, 6700",,,0
Academia Panameña de Taekwondo / CUT,martial_arts_club,Los Ángeles,+50760309131,https://academiadetaekwondo.com/,Academia Panameña de Taekwondo,Sports and Recreation > Martial Arts Dojo,Los Ángeles,260-1359,http://www.aptaekwondo.com,1
Update,it_service_and_computer_repair,"Via Trieste, 35",+390158976235,http://www.updatesrl.it,Update S.r.l.,Business and Professional Services > Office,Via Trieste 35,015 897 6235,http://www.updatesrl.it,1
Dollar General,discount_store,203 N Main St,+19199240665,http://www.dollargeneral.com/,Dollar General,Retail > Discount Store,112 N Main St,(919) 258-0459,http://dollargeneral.com,1
Chase ATM,atms,15252 WALLISVILLE RD,8009359935,https://locator.chase.com/?jp_cmp=rb%2FLocalListings%2Faff%2Fatm%2Fna&y_source=1_MTIzMDA5MDgtNDgzLWxvY2F0aW9uLndlYnNpdGU%3D,Chase Bank,Business and Professional Services > Financial Service > Banking and Finance > Bank,15252 Wallisville Rd,(713) 453-0538,https://locator.chase.com/tx/houston/15252-wallisville-rd?jp_cmp=rb/LocalListings/aff/branch/na,0
Hotel Medici,hotel,"Via dei Medici, 6",+39055284818,http://www.hotelmedici.it/,Hotel Ferretti,Travel and Transportation > Lodging > Hotel,Via Belle Donne 17,395 5238 1328,http://www.hotelferretti.com,0
Zahnarztpraxis Schwandt,dentist,Steinweg 1,+4953140595,http://www.zahnarzt-schwandt.de/,Zahnarztpraxis Hawi,Health and Medicine > Dentist,Mauernstr. 35,04953 147370300,https://zahnarztpraxis-hawi.de,0
Auto Todo,automotive_parts_and_accessories,Carretera Periférico Carlos Pellicer Cámara,,,Auto Todo Mexicana,Retail > Food and Beverage Retail > Grocery Store,Carretera Periférico Carlos Pellicer Camara 663,993 354 1634,,1
"The University of Kansas Health System KU MedWest, Medical Pavilion",hospital,7405 Renner Rd,9135881227,https://www.kansashealthsystem.com/locations/ku-medwest-medical-pavilion-shawnee-ks,The University of Kansas Health System KU MedWest Laboratory,Health and Medicine > Emergency Service > Emergency Room,7405 Renner Rd,(913) 588-8449,https://www.kansashealthsystem.com/care/specialties/pathology,0
Axis Bank,bank_credit_union,"Ground Floor, Kalyani Chambers, Plot No 80, Nigdi",18605005555,https://branch.axisbank.com/axis-bank-nigdi-bank-branch-pune-maharashtra-38520/Home?utm_source=locator&utm_medium=bing,Axis Bank ATM,Business and Professional Services > Financial Service > Banking and Finance > ATM,"Ground Floor, Kalyani Chambers,Plot No 80",1860 500 5555,https://branch.axisbank.com/axis-bank-atm-nigdi-atm-nigdi-pune-89668/Home,0
Moncler,boutique,Schuttershofstraat 15,+3232273616,https://www.moncler.com/fr-be/storelocator/belgique/anvers/schuttershofstraat-15?utm_source=facebook&utm_medium=organic&utm_campaign=fbl-BE-BE01,Mon cler,,Huidevettersstraat,,,1
San Jose Unified School District,home_cleaning,2222 Unified Way,+14085356200,http://www.sjusd.org,San Jose Unified School District Culinary Center,Business and Professional Services > Distribution Center,2222 Unified Way Bldg C,,,0
Restaurante Belinha,brazilian_restaurant,Rua Sete de Setembro 780,4230284840,,Restaurante Belinha 2,Dining and Drinking > Restaurant,"Rua Augusto Ribas, 817",(42) 99971-7142,https://maps.app.goo.gl/qb9bwcRESUoZo6At8,0
Hotel Olimpia  Silvi Marina TE,hotel,"Via Giovanni Pascoli, 16",+39085930395,http://www.bambini-gratis.it/,Hotel Olimpia,Travel and Transportation > Lodging > Hotel,Via Giovanni Pascoli 18,085 930395,http://www.hotelolimpiasilvi.it,1
Volksbank Bad Saulgau,bank_credit_union,Hauptstr. 46,075812020,https://www.vb-bad-saulgau.de/,Volksbank,Business and Professional Services > Financial Service > Banking and Finance > Credit Union,Hauptstr. 46,04975 7174000,https://www.vb-bad-saulgau.de/ihre-bank/filialen-ansprechpartner1/filialen/uebersicht-filialen/filiale-laiz.html,1
Villa Sofia b&b,bed_and_breakfast,"Via Nocelle, 101",+39089811695,http://www.villasofiapositano.it/,Villa Sofia,Travel and Transportation,Via Nocelle 116,398 981 1695,,1
Assembleia de Deus - Casa Verde,pentecostal_church,"Rua Valdemar Martins, 557",+551139666174,http://www.adcasaverde.com.br/,Assembléia de Deus da Casa Verde,Community and Government > Spiritual Center > Church,"Rua Valdemar martins, 495",(11) 3966-6174,http://www.adcasaverde.com.br,1
LibertyX Bitcoin ATM,atms,1696 Richmond Rd,+18005118940,https://libertyx.com/a/buy-bitcoin/locations/q2ytqcx4nysl?y_source=1_MjA2NDE5NDgtNTU5LWxvY2F0aW9uLndlYnNpdGU%3D,LibertyX Bitcoin ATM,Business and Professional Services > Financial Service > Banking and Finance > ATM,1755 Richmond Rd,(800) 511-8940,https://libertyx.com/a/buy-bitcoin/locations/4td03v0yjqst?y_source=1_MjMyNjEwOTAtNDQwLWxvY2F0aW9uLndlYnNpdGU=,0
PIZZERIA,pizza_restaurant,"Via Archimede, 82",+393311600165,http://www.elcairo.it/,Pizzeria Europa,,Corso Garibaldi 350,0934 976507,,0
Matteo's Ristorante Italiano,italian_restaurant,52 S 9th St,+13175158872,http://www.dirosabuilding.com/,Matteo's Ristorante Italiano,Dining and Drinking > Restaurant > Italian Restaurant,40 N 9th St,(317) 774-9771,http://www.matteosindy.com/,1
Coktelitas House,cocktail_bar,"Rua Osvaldo Cruz, 2330",+558532720056,http://www.coktelitas.com,"Coktelitas House of Drinks: Happy Hour, Bar, Petiscos, Coquetéis Dionisio Torres",Dining and Drinking > Bar > Cocktail Bar,"Rua Osvaldo Cruz, 2330a - Dionísio Torres",(85) 3272-0056,http://www.coktelitas.com,1
Henaut Charles,professional_services,3 Rue Neuve,+33327784171,,Henaut Charles,Retail > Fashion Retail > Clothing Store,3 rue Neuve,03 27 78 41 71,,1
Parchetto di Via Generali,attractions_and_activities,Via Pietro Generali,,,Parchetto di Via Generali,Landmarks and Outdoors > Garden,Via Pietro Generali,,,1
Comune di San Maurizio Canavese,public_and_government_association,"Piazza Martiri della Libertà, 1",+390119263211,http://www.comune.sanmauriziocanavese.to.it/,Comune di San Maurizio Canavese - Biblioteca Civica,Community and Government > Library,Via Olivari 21 D,011 927 9509,http://www.comune.sanmauriziocanavese.to.it,0
Bank of America ATM,bank_credit_union,449 Myrtle Ave,+18444018500,http://www.bankofamerica.com,Bank of America,Business and Professional Services > Financial Service > Banking and Finance > Bank,449 Myrtle Ave,(718) 923-6420,http://www.bankofamerica.com,0
Cidrerie Coic Paul,eat_and_drink,2 Chemin de Kerscouedic,+33630561901,http://www.cidrerie-coic.com/,Cidrerie Paul Coic,Dining and Drinking > Cidery,Kerscouedic,,,1
Hotel Terme Venezia - Abano Terme,resort,"Via Valerio Flacco, 42",0498669800,http://www.termevenezia.it/?utm_source=Bing_Places&utm_medium=link_bingplaces&utm_campaign=link_bingplaces,Hotel Terme Firenze,Travel and Transportation > Lodging > Hotel,"Via Valerio Flacco, 74",049 860 1588,http://www.abanotermefirenze.it,0
James Street,european_restaurant,19 James Street South,+442895600700,https://www.jamesstandco.com/,James Street South,Dining and Drinking > Restaurant,21 James St S,028 9043 4310,http://www.jamesstreetsouth.co.uk,0
Plaza Cleaners,dry_cleaning,8546 El Camino Real,+18054666868,http://drycleanersatascadero.com/,Plaza Cleaners,Business and Professional Services > Laundry Service,4268 El Camino Real,(805) 202-4079,http://www.plazacleanersatascadero.com,1
ローソン,convenience_store,愛知県一宮市千秋町佐野工高前４０,+81586778488,http://lawson.jp/en/,ローソン 千秋店,Retail > Convenience Store,千秋町佐野工高前40,0586-77-8488,http://lawson.jp/twitter/,1
お茶の水テラス,tea_room,東京都千代田区神田駿河台２丁目１−２０,+815034621941,,お茶の水クリスチャンセンター,Community and Government > Spiritual Center > Church,神田駿河台2丁目1,03-3296-1001,,0
Walmart,retail,1915 W State Highway 71,9799683423,http://www.walmart.com/store/846-la-grange-tx/patio-garden,Walmart,Retail > Department Store,2125 West Travis,(979) 968-8426,,0
El Esquinazo Kebab,restaurant,"Calle de la Costa del Sol, 22",+34911158340,http://www.elesquinazokebab.com,El esquinazo,Dining and Drinking > Restaurant > Falafel Restaurant,"Costa del Sol, 22",911 15 83 40,http://www.elesquinazokebab.com,1
Bodega Aurrera,shopping,Avenida Monte Albán 101,+529511320375,https://bodegaaurrera.net/,Bodega Aurrerá Montoya,Retail > Food and Beverage Retail > Supermarket,carretera nueva a monte alban,,,0
Riviera Beach Shop,beach,812 Wrigley Dr,+12622481355,http://www.cityoflakegeneva.com/beach,Riviera Beach,Landmarks and Outdoors > Beach,Wrigley Dr,(262) 248-3673,http://www.cityoflakegeneva.com/beach,0
株式会社ハコブの窓口,information_technology_company,大久保2-5-19-4階,+81344001959,http://guitto.xsrv.jp/TEST/hakobunomadoguchi/,株式会社バンク・オブ・イノベーション,Business and Professional Services > Office,大久保2-2-12,03-5285-3745,http://www.boi.jp,0
Augenzentrum Neumarkt,eye_care_clinic,Untere Marktstraße 1A,+4991812979999,http://www.keinebrillemehr.de,Augenzentrum Neumarkt,Health and Medicine > Optometrist,Obere Marktstraße 1A,09181 254650,http://www.keinebrillemehr.de,1
Hulk Security Systems,professional_services,676 9th Ave,+12129139646,http://hulksecurity.com/,"Hulk Security Systems - Intercom, Access Control & Burglary Alarms systems",Retail > Computers and Electronics Retail > Electronics Store,676A 9th Ave #399,(212) 913-9646,,1
Camellias Bar & Roastery,coffee_shop,400 Preston Ave,+14343634249,https://order.toasttab.com/online/camellia-400-preston-ave-150,Camellia’s,"Dining and Drinking > Cafe, Coffee, and Tea House > Café",400 Preston Ave,,,1
株式会社アーバンリサーチ,shopping,西区北堀江2-4-4,+81663361580,http://www.urban-research.com/,株式会社オープレア,Business and Professional Services > Office > Tech Startup,西区北堀江３丁目４−１,,,0
ร้านตัดผมพี่ริน ห้วยตะแคง,beauty_salon,,,,ร้านตัดผมพี่ริน ห้วยตะแคง,Business and Professional Services > Health and Beauty Service > Hair Salon,,,,1
Pharmacie du Midi,pharmacy,295 Avenue du 15ème Corps,+33494243144,,Pharmacie du Marché,Retail > Drugstore,154 avenue du 15e Corps,04 94 24 30 47,,0
Restaurante Santa Gula,brazilian_restaurant,"Rua Prefeito Hugo Cabral, 557",+554333440541,,Restaurante Fogão Caseiro,Dining and Drinking > Restaurant > Latin American Restaurant > South American Restaurant > Brazilian Restaurant,"Rua Senador Souza Naves, 1865",,,0
Casa de la Cultura,cultural_center,Porfirio Díaz 40,+523737353092,,Casa de la Cultura Zapotlanejo,Community and Government > Cultural Center,Porfirio Díaz,,,1
Vinzenzmurr,butcher_shop,Marienplatz 8,+4989221938,https://vinzenzmurr.de/metzgerei/muenchen-marienplatz/,vinzenzmurr,Retail > Food and Beverage Retail > Butcher,Orlandostr. 3,089 23543430,http://www.vinzenzmurr.de,0
結城館,hotel,茨城県結城市結城７５８４,+81296333429,,結城合同タクシー,Travel and Transportation > Transport Hub > Taxi Stand,大字結城7518-8,0296-33-4141,,0
Lanchonete Dom Bolinha,restaurant,"Rua Monsenhor Celso, 256",+554130798280,,Lanchonete Café Dos Alpes,Dining and Drinking > Snack Place,"R. Saldanha Marinho, 128",(41) 3018-6828,,0
DaVita Brenham Dialysis,dialysis_clinic,2815 Highway 36 S,8333562970,https://www.davita.com/locations/tx/brenham/2815-highway-36-s--3249,Da Vita Brenham Dialysis,Health and Medicine,2536 S Day St,(979) 836-6391,http://www.davita.com,0
Jansen Marie-Christine Énergéticienne,counseling_and_mental_health,103 Rue des Mazurots,+33628063463,http://www.jansen-energeticienne.fr/,Jansen Marie-christine,Health and Medicine > Physical Therapy Clinic,103 rue des Mazurots,06 28 06 34 63,http://www.jansen-ostheofludique.fr,1
Public Storage,self_storage_facility,881 Duane Ave,4085330056,https://www.publicstorage.com/self-storage-ca-santa-clara/162.html?pspid=pslocalsearch&utm_source=bing&utm_medium=local_maps,Public Storage,Business and Professional Services > Storage Facility,1018 Duane Ave,(408) 849-4488,http://https://www.publicstorage.com/california/self-storage-santa+clara-ca/95054-self-storage/382?PID=PSLocalSearch&CHID=LL,0
Wells Fargo Bank,banks,3743 Columbus St,+16618712923,http://www.wellsfargo.com,Wells Fargo ATM,Business and Professional Services > Financial Service > Banking and Finance > ATM,3743 Columbus St,(661) 871-2923,http://www.wellsfargo.com,0
居酒屋ごう,bar,七日町2丁目3-18,+81236315812,,居酒屋海,Dining and Drinking > Bar > Sake Bar,七日町4丁目1-34,023-631-0355,,0
U.S. Bank,bank_credit_union,123 W Highway 25 70 70,8653977277,https://www.usbank.com/locations,U.S. Bank ATM,Business and Professional Services > Financial Service > Banking and Finance > ATM,123 W Hwy 25-70,(800) 872-2657,http://www.usbank.com/locations,0
Cave et Terroir Dépot,grocery_store,8 Rue du 8 Mai,+33471082862,,Cave et Terroir,Retail > Food and Beverage Retail > Liquor Store,8 boulevard du Nord,04 71 03 34 65,,0
NovaCordis,hospital,"Avenida José Pedro de Oliveira, 163",,https://novacordis.com.br/,Nova Cordis,Health and Medicine > Medical Center,"Av. José Paulino, 2625",,,1
Hamburguesas el Perrero,burger_restaurant,,,,Hamburguesas El Güero,Dining and Drinking > Restaurant > Burger Joint,,,,0
ABC Stores #39,convenience_store,2424 Kalakaua Ave Ste 121,8089265241,https://www.abcstores.com/,ABC Stores #17H,Retail > Convenience Store,2424 Kalakaua Ave #136,(808) 923-7635,http://www.abcstores.com,0
Lavanderia Renata,laundromat,"Rua Marechal Floriano, 1702",+5545999112674,,Lavanderia Renata,Business and Professional Services > Laundry Service,Rua Rui Barbosa 891 Centro,,,1
OXXO,shopping,Fray Juan de Zumárraga 101,+525583202020,https://www.oxxo.com/,Oxxo,Retail > Convenience Store,Lindavista,,http://www.oxxo.com,1
Excelsior Covenant Church,evangelical_church,19955 Excelsior Blvd,+19524742537,http://www.excelcov.org/,Excelsior Covenant Preschool,Business and Professional Services > Child Care Service,19955 Excelsior Blvd,(952) 474-1684,http://www.excelcov.org,0
Nitto Denko Technical Corp,professional_services,401 Jones Rd,+17609012694,https://nitto-denko-technical-corp.hub.biz/,Nitto Denko Technical,Landmarks and Outdoors > Structure,501 Via Del Monte,,http://www.ndtcorp.com,1
